
Table0
0.27778,0,0.0037,0.00185,0.01019,0.00093,0,0,0,0,0,
0,0,0,0,0.01667,0,0,0,0,0,0,
0,0,0,0,0.36111,0,0,0,0,0,0,
0.00926,0,0,0.28333,0.02037,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table1
0.27778,0,0.0037,0.00185,0.01019,0.00093,0,0,0,0,0,
0,0,0,0,0.01667,0,0,0,0,0,0,
0,0,0,0,0.36111,0,0,0,0,0,0,
0.00926,0,0,0.28333,0.02037,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table2
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01019,0,0,0,0,0,0,
0.00556,0,0,0,0.34815,0,0,0,0,0,0,
0.00926,0,0,0.28148,0.04074,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table3
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01204,0,0,0,0,0,0,
0.00556,0,0,0,0.3463,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.0463,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table4
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01204,0,0,0,0,0,0,
0.00556,0,0,0,0.34815,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.04444,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table5
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01204,0,0,0,0,0,0,
0.00556,0,0,0,0.34815,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.04444,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table6
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01204,0,0,0,0,0,0,
0.00556,0,0,0,0.34722,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.04537,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table7
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01204,0,0,0,0,0,0,
0.00556,0,0,0,0.34722,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.04537,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table8
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01204,0,0,0,0,0,0,
0.00556,0,0,0,0.34352,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.04907,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table9
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01204,0,0,0,0,0,0,
0.00556,0,0,0,0.34352,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.04907,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table10
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01296,0,0,0,0,0,0,
0.00556,0,0,0,0.34074,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.05093,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table11
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01296,0,0,0,0,0,0,
0.00556,0,0,0,0.34074,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.05093,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table12
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01296,0,0,0,0,0,0,
0.00556,0,0,0,0.33981,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.05185,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table13
0.27222,0,0.0037,0.00278,0.00278,0.00833,0,0,0,0,0,
0,0,0,0,0.01296,0,0,0,0,0,0,
0.00556,0,0,0,0.33981,0,0,0,0,0,0,
0.00926,0,0,0.27593,0.05185,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01481,0,0,0,0,0,0,0,0,0,0,
Table14
0.26296,0,0.00185,0.00278,0.0037,0.00741,0,0,0,0,0,
0,0,0,0,0.03333,0,0,0,0,0,0,
0,0.00278,0.00093,0.00278,0.29259,0,0,0,0,0,0,
0.01852,0,0.00741,0.27593,0.05185,0,0,0,0,0,0,
0.00741,0.00185,0.00556,0,0,0,0,0,0,0,0,
0,0.00556,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
