
Table0
0.4037,0,0.00185,0.00185,0.00278,0,0,0,0,0.00093,0.00093,
0,0,0,0,0.00278,0,0,0,0,0,0,
0,0,0,0.01759,0.26667,0,0,0.00093,0.00093,0,0,
0,0,0,0.18333,0.07315,0.00556,0,0.00185,0,0,0,
0,0,0,0,0.01111,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.02407,0,0,0,0,0,0,0,0,0,0,
Table1
0.4037,0,0.00185,0.00185,0.00278,0,0,0,0,0.00093,0.00093,
0,0,0,0,0.00278,0,0,0,0,0,0,
0,0,0,0.01759,0.26667,0,0,0.00093,0.00093,0,0,
0,0,0,0.18333,0.07315,0.00556,0,0.00185,0,0,0,
0,0,0,0,0.01111,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.02407,0,0,0,0,0,0,0,0,0,0,
Table2
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0.0037,0,0,0,0,0,0,
0,0,0,0.01759,0.27963,0,0,0,0.00185,0,0,
0.00741,0,0,0.17037,0.05093,0.01296,0.00278,0.00093,0,0,0,
0,0,0,0,0.01667,0.00741,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table3
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0.0037,0,0,0,0,0,0,
0,0,0,0.01759,0.27963,0,0,0,0.00185,0,0,
0.00741,0,0,0.17037,0.05,0.01389,0.00278,0.00093,0,0,0,
0,0,0,0,0.01574,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table4
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0.00278,0,0,0,0,0,0,
0,0,0,0.01574,0.28241,0,0,0,0.00185,0,0,
0.00741,0,0,0.17037,0.05,0.01389,0.00278,0.00093,0,0,0,
0,0,0,0,0.01574,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table5
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0.00278,0,0,0,0,0,0,
0,0,0,0.01574,0.28241,0,0,0,0.00185,0,0,
0.00741,0,0,0.17037,0.05,0.01389,0.00278,0.00093,0,0,0,
0,0,0,0,0.01574,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table6
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0.00278,0,0,0,0,0,0,
0,0,0,0.01481,0.28333,0,0,0,0,0,0,
0.00741,0,0,0.17037,0.0537,0.01019,0.00185,0.00278,0,0,0,
0,0,0,0,0.01667,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table7
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0.00278,0,0,0,0,0,0,
0,0,0,0.01481,0.28333,0,0,0,0,0,0,
0.00741,0,0,0.17037,0.05556,0.01019,0.00185,0.00278,0,0,0,
0,0,0,0,0.01481,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table8
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.01852,0.28704,0,0,0,0,0,0,
0.00741,0,0,0.16574,0.05648,0.00926,0.00185,0.00278,0,0,0,
0,0,0,0,0.01481,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table9
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.01944,0.28704,0,0,0,0,0,0,
0.00741,0,0,0.16481,0.05648,0.00926,0.00185,0.00278,0,0,0,
0,0,0,0,0.01481,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table10
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.01852,0.28796,0,0,0,0,0,0,
0.00741,0,0,0.16481,0.05648,0.00926,0.00185,0.00278,0,0,0,
0,0,0,0,0.01481,0.00833,0.00093,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0.01667,0,0,0,0,0,0,0,0,0,0,
Table11
0.40185,0,0.0037,0,0.00093,0,0,0,0,0,0,
0.0037,0,0,0,0,0,0,0,0,0,0,
