
Table0
0.28125,0,0,0,0.00347,0.00347,0,0,0,
0,0,0.01042,0.10069,0,0,0,0,0,
0,0.00347,0.03819,0.46875,0,0,0,0,0,
0,0,0.03472,0.04167,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.01042,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
Table1
0.28125,0,0,0,0.00347,0.00347,0,0,0,
0,0,0.01042,0.10069,0,0,0,0,0,
0,0.00347,0.03819,0.46875,0,0,0,0,0,
0,0,0.03472,0.04167,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.01042,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
Table2
0.28125,0,0,0,0.00347,0.00347,0,0,0,
0,0,0.01042,0.09722,0,0,0,0,0,
0,0.00347,0.03819,0.47222,0,0,0,0,0,
0,0,0.03472,0.04167,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.01042,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
Table3
0.28125,0,0,0,0.00347,0.00347,0,0,0,
0,0,0.01042,0.09722,0,0,0,0,0,
0,0.00347,0.03819,0.47222,0,0,0,0,0,
0,0,0.03472,0.04167,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.01042,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
Table4
0.28472,0,0,0,0.00694,0,0,0,0,
0,0,0.01042,0.10417,0,0,0,0,0,
0,0,0.03819,0.46528,0,0,0,0,0,
0,0,0.03472,0.04167,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
Table5
0.28472,0.00347,0,0.00347,0.00347,0,0,0,0,
0,0,0.00694,0.10417,0,0,0,0,0,
0,0,0.03819,0.46528,0,0,0,0,0,
0,0,0.03472,0.04167,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
Table6
0.28472,0.00347,0,0.00347,0.00694,0,0,0,0,
0,0,0.00694,0.10069,0,0,0,0,0,
0,0,0.03819,0.46528,0,0,0,0,0,
0,0,0.03472,0.04167,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
Table7
0.28472,0,0,0.00347,0.00694,0,0,0,0,
0,0,0.00347,0.10069,0,0,0,0,0,
0.00694,0,0.03819,0.47917,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
Table8
0.28472,0,0,0.00347,0.00694,0,0,0,0,
0,0,0.00347,0.10069,0,0,0,0,0,
0.00694,0,0.03819,0.47917,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
Table9
0.28472,0,0,0,0.00694,0,0,0,0,
0,0,0.00347,0.10417,0,0,0,0,0,
0.00694,0,0.03819,0.47917,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
Table10
0.28472,0,0,0,0.00694,0,0,0,0,
0,0,0.00347,0.10069,0,0,0,0,0,
0.00694,0,0.03819,0.48264,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
Table11
0.28472,0,0,0,0.00694,0,0,0,0,
0,0,0.00347,0.10069,0,0,0,0,0,
0.00694,0,0.03819,0.48264,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
Table12
0.28472,0,0,0,0.00694,0,0,0,0,
0,0,0.00347,0.10069,0,0,0,0,0,
0.00694,0,0.03819,0.48264,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
Table13
0.28472,0,0,0.00347,0.00694,0,0,0,0,
0.00347,0,0.00347,0.09375,0,0,0,0,0,
0.00694,0,0.03819,0.48611,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00347,0,0,0,0,0,0,0,0,
Table14
0.27778,0,0,0,0.00694,0,0,0,0,
0.00347,0,0.00347,0.09722,0,0,0,0,0,
0.00694,0,0.03819,0.48611,0,0,0,0,0,
0.00347,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
Table15
0.27778,0,0,0.00347,0.00694,0,0,0,0,
0.00347,0,0.00347,0.09375,0,0,0,0,0,
0.00694,0,0.03819,0.48611,0,0,0,0,0,
0.00347,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
Table16
0.27778,0,0,0.00347,0.00694,0,0,0,0,
0.00347,0,0.00347,0.09375,0,0,0,0,0,
0.00694,0,0.03819,0.48611,0,0,0,0,0,
0.00347,0,0.04167,0.02083,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
Table17
0.27778,0,0,0.00694,0.00347,0,0,0,0,
0,0,0.00347,0.09375,0,0,0,0,0,
0.01389,0,0.03125,0.49306,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
Table18
0.27778,0,0,0.00694,0.00347,0,0,0,0,
0,0,0.00347,0.09722,0,0,0,0,0,
0.01389,0,0.03125,0.48958,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0.00694,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,
Table19
0.27778,0.00347,0,0.00347,0.00347,0,0,0,0,
0,0,0,0.10069,0,0,0,0,0,
0.01389,0,0.03125,0.48958,0,0,0,0,0,
0,0,0.04167,0.02083,0,0,0,0,0,
